"playerNr"	"period"	"nAnimals"	"animalName"	"treatment"	"firstEstimate"	"secondEstimate"	"p1"	"p2"	"p3"	"meanP"	"varP"	"skewP"	"counterI"	"counterII"	"counterIII"	"age"	"gender"	"SocInfo"	"S"	"emulTreat"	"case"	"inaccuracy"	"d1"	"d2"	"d3"	"e2"	"normS"
"26"	1	26	71	"ant"	2	85	82	65	68	71	68	9	0	5	21	1	NA	NA	"0.176470588235294"	0.176470588235294	NA	3	14	0.164705882352941	0.2	0.235294117647059	0.0352941176470588	NA
"30"	1	30	58	"cricket"	2	66	64	49	54	55	52.667	10.333	-0.343	5	25	1	NA	NA	"0.150003750093752"	0.150003750093752	NA	3	8	0.166666666666667	0.181818181818182	0.257575757575758	0.0303030303030303	NA
"34"	1	34	86	"crane"	2	92	90	70	75	76	73.667	10.333	-0.343	5	29	1	NA	NA	"0.109092892598047"	0.109092892598047	NA	3	6	0.173913043478261	0.184782608695652	0.239130434782609	0.0217391304347826	NA
"62"	2	22	59	"bee"	2	50	58	57	59	64	60	13	0.256	5	12	5	NA	NA	"0.8"	0.8	NA	5	9	0.14	0.18	0.28	0.16	NA
"63"	2	23	93	"flamingo"	2	80	95	93	97	98	96	7	-0.324	5	13	5	NA	NA	"0.9375"	0.9375	NA	5	13	0.1625	0.2125	0.225	0.1875	NA
"71"	2	31	71	"ant"	2	55	65	62	67	69	66	13	-0.256	5	21	5	NA	NA	"0.909090909090909"	0.909090909090909	NA	5	16	0.127272727272727	0.218181818181818	0.254545454545455	0.181818181818182	NA
"75"	2	35	58	"cricket"	2	50	50	57	60	63	60	9	0	5	25	5	NA	NA	"0"	0	NA	2	8	0.14	0.2	0.26	0	NA
"79"	2	39	86	"crane"	2	95	95	73	76	79	76	9	0	5	29	5	NA	NA	"0"	0	NA	2	9	0.168421052631579	0.2	0.231578947368421	0	NA
"93"	4	12	59	"bee"	2	31	31	35	36	41	37.333	10.333	0.343	1	12	1	NA	NA	"0"	0	NA	2	28	0.129032258064516	0.161290322580645	0.32258064516129	0	NA
"94"	4	13	93	"flamingo"	2	65	65	75	78	81	78	9	0	1	13	1	NA	NA	"0"	0	NA	2	28	0.153846153846154	0.2	0.246153846153846	0	NA
"102"	4	21	71	"ant"	2	37	37	41	44	48	44.333	12.333	0.094	1	21	1	NA	NA	"0"	0	NA	2	34	0.108108108108108	0.189189189189189	0.297297297297297	0	NA
"106"	4	25	58	"cricket"	2	33	33	37	39	43	39.667	9.333	0.208	1	25	1	NA	NA	"0"	0	NA	2	25	0.121212121212121	0.181818181818182	0.303030303030303	0	NA
"110"	4	29	86	"crane"	2	68	68	79	80	85	81.333	10.333	0.343	1	29	1	NA	NA	"0"	0	NA	2	18	0.161764705882353	0.176470588235294	0.25	0	NA
"150"	6	22	59	"bee"	2	54	60	62	64	68	64.667	9.333	0.208	5	12	5	NA	NA	"0.562482422424299"	0.562482422424299	NA	3	5	0.148148148148148	0.185185185185185	0.259259259259259	0.111111111111111	NA
"151"	6	23	93	"flamingo"	2	69	81	80	82	86	82.667	9.333	0.208	5	13	5	NA	NA	"0.878027365186215"	0.878027365186215	NA	5	24	0.159420289855072	0.188405797101449	0.246376811594203	0.173913043478261	NA
"159"	6	31	71	"ant"	2	70	79	82	88	89	86.333	14.333	-0.355	5	21	5	NA	NA	"0.551031653707218"	0.551031653707219	NA	3	1	0.171428571428571	0.257142857142857	0.271428571428571	0.128571428571429	NA
"163"	6	35	58	"cricket"	2	40	45	45	48	51	48	9	0	5	25	5	NA	NA	"0.625"	0.625	NA	4	18	0.125	0.2	0.275	0.125	NA
"167"	6	39	86	"crane"	2	75	85	87	90	93	90	9	0	5	29	5	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	11	0.16	0.2	0.24	0.133333333333333	NA
"185"	7	17	59	"bee"	2	63	60	47	51	53	50.333	9.333	-0.208	5	12	1	NA	NA	"0.236835872740191"	0.236835872740191	NA	3	4	0.158730158730159	0.19047619047619	0.253968253968254	0.0476190476190476	NA
"186"	7	18	93	"flamingo"	2	100	95	77	80	83	80	9	0	5	13	1	NA	NA	"0.25"	0.25	NA	3	7	0.17	0.2	0.23	0.05	NA
"194"	7	26	71	"ant"	2	78	75	59	63	65	62.333	9.333	-0.208	5	21	1	NA	NA	"0.191485287547073"	0.191485287547073	NA	3	7	0.166666666666667	0.192307692307692	0.243589743589744	0.0384615384615385	NA
"198"	7	30	58	"cricket"	2	50	52	57	60	63	60	9	0	5	25	1	NA	NA	"0.2"	0.2	NA	3	8	0.14	0.2	0.26	0.04	NA
"202"	7	34	86	"crane"	2	75	85	87	90	93	90	9	0	5	29	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	11	0.16	0.2	0.24	0.133333333333333	NA
"221"	9	12	59	"bee"	2	60	55	45	48	51	48	9	0	1	12	1	NA	NA	"0.416666666666667"	0.416666666666667	NA	3	1	0.15	0.2	0.25	0.0833333333333333	NA
"222"	9	13	93	"flamingo"	2	60	60	68	73	75	72	13	-0.256	1	13	1	NA	NA	"0"	0	NA	2	33	0.133333333333333	0.216666666666667	0.25	0	NA
"230"	9	21	71	"ant"	2	65	65	75	77	82	78	13	0.256	1	21	1	NA	NA	"0"	0	NA	2	6	0.153846153846154	0.184615384615385	0.261538461538462	0	NA
"234"	9	25	58	"cricket"	2	45	50	51	54	57	54	9	0	1	25	1	NA	NA	"0.555555555555556"	0.555555555555556	NA	3	13	0.133333333333333	0.2	0.266666666666667	0.111111111111111	NA
"238"	9	29	86	"crane"	2	60	60	69	72	75	72	9	0	1	29	1	NA	NA	"0"	0	NA	2	26	0.15	0.2	0.25	0	NA
"261"	10	12	59	"bee"	2	48	53	55	57	61	57.667	9.333	0.208	1	12	1	NA	NA	"0.517223544015723"	0.517223544015723	NA	3	11	0.145833333333333	0.1875	0.270833333333333	0.104166666666667	NA
"262"	10	13	93	"flamingo"	2	69	73	80	82	86	82.667	9.333	0.208	1	13	1	NA	NA	"0.292675788395405"	0.292675788395405	NA	3	24	0.159420289855072	0.188405797101449	0.246376811594203	0.0579710144927536	NA
"270"	10	21	71	"ant"	2	53	57	61	63	67	63.667	9.333	0.208	1	21	1	NA	NA	"0.374988281616199"	0.374988281616199	NA	3	18	0.150943396226415	0.188679245283019	0.264150943396226	0.0754716981132075	NA
"274"	10	25	58	"cricket"	2	77	73	58	63	64	61.667	10.333	-0.343	1	25	1	NA	NA	"0.260875236418183"	0.260875236418183	NA	3	19	0.168831168831169	0.181818181818182	0.246753246753247	0.051948051948052	NA
"278"	10	29	86	"crane"	2	77	74	90	92	95	92.333	6.333	0.13	1	29	1	NA	NA	"-0.195656427313637"	-0.195656427313637	NA	1	9	0.168831168831169	0.194805194805195	0.233766233766234	0.038961038961039	NA
"306"	11	17	59	"bee"	2	44	49	50	52	56	52.667	9.333	0.208	1	12	5	NA	NA	"0.576900888427368"	0.576900888427368	NA	3	15	0.136363636363636	0.181818181818182	0.272727272727273	0.113636363636364	NA
"307"	11	18	93	"flamingo"	2	84	95	97	102	103	100.667	10.333	-0.343	1	13	5	NA	NA	"0.659986800263995"	0.659986800263995	NA	3	9	0.154761904761905	0.214285714285714	0.226190476190476	0.130952380952381	NA
"315"	11	26	71	"ant"	2	54	63	62	64	68	64.667	9.333	0.208	1	21	5	NA	NA	"0.843723633636449"	0.843723633636449	NA	5	17	0.148148148148148	0.185185185185185	0.259259259259259	0.166666666666667	NA
"319"	11	30	58	"cricket"	2	59	51	45	46	51	47.333	10.333	0.343	1	25	5	NA	NA	"0.685694694437302"	0.685694694437302	NA	4	1	0.135593220338983	0.220338983050847	0.23728813559322	0.135593220338983	NA
"323"	11	34	86	"crane"	2	85	99	97	102	105	101.333	16.333	-0.16	1	29	5	NA	NA	"0.857160350211229"	0.857160350211229	NA	5	1	0.141176470588235	0.2	0.235294117647059	0.164705882352941	NA
"351"	12	22	59	"bee"	2	45	46	50	55	57	54	13	-0.256	5	12	5	NA	NA	"0.111111111111111"	0.111111111111111	NA	3	14	0.111111111111111	0.222222222222222	0.266666666666667	0.0222222222222222	NA
"352"	12	23	93	"flamingo"	2	66	65	77	78	83	79.333	10.333	0.343	5	13	5	NA	NA	"-0.075001875046876"	-0.0750018750468762	NA	1	27	0.166666666666667	0.181818181818182	0.257575757575758	0.0151515151515152	NA
"360"	12	31	71	"ant"	2	52	52	59	63	65	62.333	9.333	-0.208	5	21	5	NA	NA	"0"	0	NA	2	19	0.134615384615385	0.211538461538462	0.25	0	NA
"364"	12	35	58	"cricket"	2	49	50	55	60	61	58.667	10.333	-0.343	5	25	5	NA	NA	"0.103444708803145"	0.103444708803145	NA	3	9	0.122448979591837	0.224489795918367	0.244897959183673	0.0204081632653061	NA
"368"	12	39	86	"crane"	2	67	70	77	80	84	80.333	12.333	0.094	5	29	5	NA	NA	"0.225005625140629"	0.225005625140629	NA	3	19	0.149253731343284	0.194029850746269	0.253731343283582	0.0447761194029851	NA
"386"	13	17	59	"bee"	2	45	48	50	55	57	54	13	-0.256	5	12	1	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	14	0.111111111111111	0.222222222222222	0.266666666666667	0.0666666666666667	NA
"387"	13	18	93	"flamingo"	2	40	46	45	47	52	48	13	0.256	5	13	1	NA	NA	"0.75"	0.75	NA	5	53	0.125	0.175	0.3	0.15	NA
"395"	13	26	71	"ant"	2	40	43	44	49	51	48	13	-0.256	5	21	1	NA	NA	"0.375"	0.375	NA	3	31	0.1	0.225	0.275	0.075	NA
"399"	13	30	58	"cricket"	2	30	30	32	37	39	36	13	-0.256	5	25	1	NA	NA	"0"	0	NA	2	28	0.0666666666666667	0.233333333333333	0.3	0	NA
"403"	13	34	86	"crane"	2	38	43	39	47	49	45	28	-0.324	5	29	1	NA	NA	"0.714285714285714"	0.714285714285714	NA	5	48	0.0263157894736842	0.236842105263158	0.289473684210526	0.131578947368421	NA
"431"	14	22	59	"bee"	2	60	55	45	48	51	48	9	0	5	12	5	NA	NA	"0.416666666666667"	0.416666666666667	NA	3	1	0.15	0.2	0.25	0.0833333333333333	NA
"432"	14	23	93	"flamingo"	2	75	80	87	90	93	90	9	0	5	13	5	NA	NA	"0.333333333333333"	0.333333333333333	NA	3	18	0.16	0.2	0.24	0.0666666666666667	NA
"440"	14	31	71	"ant"	2	65	65	75	77	82	78	13	0.256	5	21	5	NA	NA	"0"	0	NA	2	6	0.153846153846154	0.184615384615385	0.261538461538462	0	NA
"444"	14	35	58	"cricket"	2	60	55	45	48	51	48	9	0	5	25	5	NA	NA	"0.416666666666667"	0.416666666666667	NA	3	2	0.15	0.2	0.25	0.0833333333333333	NA
"448"	14	39	86	"crane"	2	85	90	97	102	105	101.333	16.333	-0.16	5	29	5	NA	NA	"0.30612869650401"	0.30612869650401	NA	3	1	0.141176470588235	0.2	0.235294117647059	0.0588235294117647	NA
"500"	16	12	59	"bee"	2	58	61	67	69	73	69.667	9.333	0.208	1	12	1	NA	NA	"0.257135510413988"	0.257135510413988	NA	3	1	0.155172413793103	0.189655172413793	0.258620689655172	0.0517241379310345	NA
"501"	16	13	93	"flamingo"	2	79	87	91	96	97	94.667	10.333	-0.343	1	13	1	NA	NA	"0.510627433458863"	0.510627433458863	NA	3	14	0.151898734177215	0.215189873417722	0.227848101265823	0.10126582278481	NA
"509"	16	21	71	"ant"	2	87	84	67	69	73	69.667	9.333	0.208	1	21	1	NA	NA	"0.173080251543299"	0.173080251543299	NA	3	16	0.160919540229885	0.206896551724138	0.229885057471264	0.0344827586206897	NA
"513"	16	25	58	"cricket"	2	57	62	65	70	71	68.667	10.333	-0.343	1	25	1	NA	NA	"0.428559184023314"	0.428559184023314	NA	3	1	0.140350877192982	0.228070175438596	0.245614035087719	0.087719298245614	NA
"517"	16	29	86	"crane"	2	99	93	76	79	83	79.333	12.333	0.094	1	29	1	NA	NA	"0.305079574922459"	0.305079574922459	NA	3	13	0.161616161616162	0.202020202020202	0.232323232323232	0.0606060606060606	NA
"545"	17	17	59	"bee"	2	51	52	59	60	65	61.333	10.333	0.343	1	12	5	NA	NA	"0.096777315397271"	0.0967773153972709	NA	3	8	0.156862745098039	0.176470588235294	0.274509803921569	0.0196078431372549	NA
"546"	17	18	93	"flamingo"	2	90	91	105	106	113	108	19	0.362	1	13	5	NA	NA	"0.055555555555556"	0.0555555555555556	NA	3	3	0.166666666666667	0.177777777777778	0.255555555555556	0.0111111111111111	NA
"554"	17	26	71	"ant"	2	41	41	47	48	53	49.333	10.333	0.343	1	21	5	NA	NA	"0"	0	NA	2	30	0.146341463414634	0.170731707317073	0.292682926829268	0	NA
"558"	17	30	58	"cricket"	2	38	39	42	47	48	45.667	10.333	-0.343	1	25	5	NA	NA	"0.130429111777749"	0.130429111777749	NA	3	20	0.105263157894737	0.236842105263158	0.263157894736842	0.0263157894736842	NA
"562"	17	34	86	"crane"	2	71	72	83	85	88	85.333	6.333	0.13	1	29	5	NA	NA	"0.069769064396847"	0.0697690643968465	NA	3	15	0.169014084507042	0.197183098591549	0.23943661971831	0.0140845070422535	NA
"590"	18	22	59	"bee"	2	71	58	53	58	59	56.667	10.333	-0.343	5	12	5	NA	NA	"0.906997837159004"	0.906997837159004	NA	6	12	0.169014084507042	0.183098591549296	0.253521126760563	0.183098591549296	NA
"591"	18	23	93	"flamingo"	2	69	80	80	82	86	82.667	9.333	0.208	5	13	5	NA	NA	"0.804858418087364"	0.804858418087364	NA	4	24	0.159420289855072	0.188405797101449	0.246376811594203	0.159420289855072	NA
"599"	18	31	71	"ant"	2	71	72	82	88	89	86.333	14.333	-0.355	5	21	5	NA	NA	"0.065218809104546"	0.0652188091045458	NA	3	0	0.154929577464789	0.23943661971831	0.253521126760563	0.0140845070422535	NA
"603"	18	35	58	"cricket"	2	55	64	63	65	70	66	13	0.256	5	25	5	NA	NA	"0.818181818181818"	0.818181818181818	NA	5	3	0.145454545454545	0.181818181818182	0.272727272727273	0.163636363636364	NA
"607"	18	39	86	"crane"	2	75	88	87	90	93	90	9	0	5	29	5	NA	NA	"0.866666666666667"	0.866666666666667	NA	5	11	0.16	0.2	0.24	0.173333333333333	NA
"625"	19	17	59	"bee"	2	63	62	47	51	53	50.333	9.333	-0.208	5	12	1	NA	NA	"0.078945290913397"	0.078945290913397	NA	3	4	0.158730158730159	0.19047619047619	0.253968253968254	0.0158730158730159	NA
"626"	19	18	93	"flamingo"	2	75	78	87	90	93	90	9	0	5	13	1	NA	NA	"0.2"	0.2	NA	3	18	0.16	0.2	0.24	0.04	NA
"634"	19	26	71	"ant"	2	65	68	75	77	82	78	13	0.256	5	21	1	NA	NA	"0.230769230769231"	0.230769230769231	NA	3	6	0.153846153846154	0.184615384615385	0.261538461538462	0.0461538461538462	NA
"638"	19	30	58	"cricket"	2	46	48	53	54	59	55.333	10.333	0.343	5	25	1	NA	NA	"0.214293367620272"	0.214293367620272	NA	3	12	0.152173913043478	0.173913043478261	0.282608695652174	0.0434782608695652	NA
"642"	19	34	86	"crane"	2	84	87	97	102	105	101.333	16.333	-0.16	5	29	1	NA	NA	"0.173080251543299"	0.173080251543299	NA	3	2	0.154761904761905	0.214285714285714	0.25	0.0357142857142857	NA
"670"	20	22	59	"bee"	2	70	60	53	56	59	56	9	0	5	12	5	NA	NA	"0.714285714285714"	0.714285714285714	NA	3	11	0.157142857142857	0.2	0.242857142857143	0.142857142857143	NA
"671"	20	23	93	"flamingo"	2	67	78	77	81	83	80.333	9.333	-0.208	5	13	5	NA	NA	"0.825020625515638"	0.825020625515638	NA	5	26	0.149253731343284	0.208955223880597	0.238805970149254	0.164179104477612	NA
"679"	20	31	71	"ant"	2	66	73	77	78	82	79	7	0.324	5	21	5	NA	NA	"0.538461538461538"	0.538461538461538	NA	3	5	0.166666666666667	0.181818181818182	0.242424242424242	0.106060606060606	NA
"683"	20	35	58	"cricket"	2	75	68	57	60	63	60	9	0	5	25	5	NA	NA	"0.466666666666667"	0.466666666666667	NA	3	17	0.16	0.2	0.24	0.0933333333333333	NA
"687"	20	39	86	"crane"	2	66	74	76	79	83	79.333	12.333	0.094	5	29	5	NA	NA	"0.600015000375009"	0.600015000375009	NA	3	20	0.151515151515152	0.196969696969697	0.257575757575758	0.121212121212121	NA
"703"	22	12	59	"bee"	2	45	51	50	55	57	54	13	-0.256	1	12	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	5	14	0.111111111111111	0.222222222222222	0.266666666666667	0.133333333333333	NA
"704"	22	13	93	"flamingo"	2	85	100	98	103	105	102	13	-0.256	1	13	1	NA	NA	"0.882352941176471"	0.882352941176471	NA	5	8	0.152941176470588	0.211764705882353	0.235294117647059	0.176470588235294	NA
"712"	22	21	71	"ant"	2	68	80	78	82	88	82.667	25.333	0.13	1	21	1	NA	NA	"0.818163223563101"	0.818163223563101	NA	5	3	0.147058823529412	0.205882352941176	0.294117647058824	0.176470588235294	NA
"716"	22	25	58	"cricket"	2	51	58	59	60	65	61.333	10.333	0.343	1	25	1	NA	NA	"0.677441207780896"	0.677441207780896	NA	3	7	0.156862745098039	0.176470588235294	0.274509803921569	0.137254901960784	NA
"720"	22	29	86	"crane"	2	85	95	97	102	105	101.333	16.333	-0.16	1	29	1	NA	NA	"0.612257393008021"	0.612257393008021	NA	3	1	0.141176470588235	0.2	0.235294117647059	0.117647058823529	NA
"748"	23	17	59	"bee"	2	57	62	65	69	71	68.333	9.333	-0.208	1	12	5	NA	NA	"0.441189446748434"	0.441189446748434	NA	3	2	0.140350877192982	0.210526315789474	0.245614035087719	0.087719298245614	NA
"749"	23	18	93	"flamingo"	2	83	89	96	100	103	99.667	12.333	-0.094	1	13	5	NA	NA	"0.359992800143997"	0.359992800143997	NA	3	10	0.156626506024096	0.204819277108434	0.240963855421687	0.072289156626506	NA
"757"	23	26	71	"ant"	2	57	63	65	69	71	68.333	9.333	-0.208	1	21	5	NA	NA	"0.529427336098121"	0.529427336098121	NA	3	14	0.140350877192982	0.210526315789474	0.245614035087719	0.105263157894737	NA
"761"	23	30	58	"cricket"	2	51	56	59	60	65	61.333	10.333	0.343	1	25	5	NA	NA	"0.483886576986354"	0.483886576986354	NA	3	7	0.156862745098039	0.176470588235294	0.274509803921569	0.0980392156862745	NA
"765"	23	34	86	"crane"	2	84	93	97	102	105	101.333	16.333	-0.16	1	29	5	NA	NA	"0.519240754629897"	0.519240754629897	NA	3	2	0.154761904761905	0.214285714285714	0.25	0.107142857142857	NA
"793"	24	22	59	"bee"	2	45	47	50	55	57	54	13	-0.256	5	12	5	NA	NA	"0.222222222222222"	0.222222222222222	NA	3	14	0.111111111111111	0.222222222222222	0.266666666666667	0.0444444444444444	NA
"794"	24	23	93	"flamingo"	2	79	87	91	96	97	94.667	10.333	-0.343	5	13	5	NA	NA	"0.510627433458863"	0.510627433458863	NA	3	14	0.151898734177215	0.215189873417722	0.227848101265823	0.10126582278481	NA
"802"	24	31	71	"ant"	2	77	72	58	63	64	61.667	10.333	-0.343	5	21	5	NA	NA	"0.326094045522729"	0.326094045522729	NA	3	6	0.168831168831169	0.181818181818182	0.246753246753247	0.0649350649350649	NA
"806"	24	35	58	"cricket"	2	57	60	65	70	71	68.667	10.333	-0.343	5	25	5	NA	NA	"0.257135510413988"	0.257135510413988	NA	3	1	0.140350877192982	0.228070175438596	0.245614035087719	0.0526315789473684	NA
"810"	24	39	86	"crane"	2	63	65	73	75	79	75.667	9.333	0.208	5	29	5	NA	NA	"0.157890581826794"	0.157890581826794	NA	3	23	0.158730158730159	0.19047619047619	0.253968253968254	0.0317460317460317	NA
"828"	25	17	59	"bee"	2	86	86	65	70	71	68.667	10.333	-0.343	5	12	1	NA	NA	"0"	0	NA	2	27	0.174418604651163	0.186046511627907	0.244186046511628	0	NA
"829"	25	18	93	"flamingo"	2	97	97	75	77	81	77.667	9.333	0.208	5	13	1	NA	NA	"0"	0	NA	2	4	0.164948453608247	0.206185567010309	0.22680412371134	0	NA
"837"	25	26	71	"ant"	2	101	99	77	78	82	79	7	0.324	5	21	1	NA	NA	"0.090909090909091"	0.0909090909090909	NA	3	30	0.188118811881188	0.227722772277228	0.237623762376238	0.0198019801980198	NA
"841"	25	30	58	"cricket"	2	67	67	50	55	56	53.667	10.333	-0.343	5	25	1	NA	NA	"0"	0	NA	2	9	0.164179104477612	0.17910447761194	0.253731343283582	0	NA
"845"	25	34	86	"crane"	2	95	96	73	76	79	76	9	0	5	29	1	NA	NA	"-0.052631578947369"	-0.0526315789473684	NA	1	9	0.168421052631579	0.2	0.231578947368421	0.0105263157894737	NA
"873"	26	22	59	"bee"	2	58	65	67	69	73	69.667	9.333	0.208	5	12	5	NA	NA	"0.599982857632639"	0.599982857632639	NA	3	1	0.155172413793103	0.189655172413793	0.258620689655172	0.120689655172414	NA
"874"	26	23	93	"flamingo"	2	80	90	93	97	98	96	7	-0.324	5	13	5	NA	NA	"0.625"	0.625	NA	3	13	0.1625	0.2125	0.225	0.125	NA
"882"	26	31	71	"ant"	2	67	75	77	78	82	79	7	0.324	5	21	5	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	4	0.149253731343284	0.164179104477612	0.223880597014925	0.119402985074627	NA
"886"	26	35	58	"cricket"	2	63	59	48	49	54	50.333	10.333	0.343	5	25	5	NA	NA	"0.315781163653588"	0.315781163653588	NA	3	5	0.142857142857143	0.222222222222222	0.238095238095238	0.0634920634920635	NA
"890"	26	39	86	"crane"	2	103	90	79	83	85	82.333	9.333	-0.208	5	29	5	NA	NA	"0.629022112546572"	0.629022112546572	NA	3	17	0.174757281553398	0.194174757281553	0.233009708737864	0.12621359223301	NA
"903"	27	12	59	"bee"	2	60	52	45	48	51	48	9	0	1	12	1	NA	NA	"0.666666666666667"	0.666666666666667	NA	3	1	0.15	0.2	0.25	0.133333333333333	NA
"904"	27	13	93	"flamingo"	2	70	71	81	84	87	84	9	0	1	13	1	NA	NA	"0.071428571428572"	0.0714285714285714	NA	3	23	0.157142857142857	0.2	0.242857142857143	0.0142857142857143	NA
"912"	27	21	71	"ant"	2	72	67	55	57	61	57.667	9.333	0.208	1	21	1	NA	NA	"0.348845321984232"	0.348845321984232	NA	3	1	0.152777777777778	0.208333333333333	0.236111111111111	0.0694444444444444	NA
"916"	27	25	58	"cricket"	2	65	55	49	52	55	52	9	0	1	25	1	NA	NA	"0.769230769230769"	0.769230769230769	NA	4	7	0.153846153846154	0.2	0.246153846153846	0.153846153846154	NA
"920"	27	29	86	"crane"	2	73	79	85	87	91	87.667	9.333	0.208	1	29	1	NA	NA	"0.40908161178155"	0.40908161178155	NA	3	13	0.164383561643836	0.191780821917808	0.246575342465753	0.0821917808219178	NA
"943"	28	12	59	"bee"	2	55	57	62	67	69	66	13	-0.256	1	12	1	NA	NA	"0.181818181818182"	0.181818181818182	NA	3	4	0.127272727272727	0.218181818181818	0.254545454545455	0.0363636363636364	NA
"944"	28	13	93	"flamingo"	2	73	80	84	89	90	87.667	10.333	-0.343	1	13	1	NA	NA	"0.477261880411809"	0.477261880411809	NA	3	20	0.150684931506849	0.219178082191781	0.232876712328767	0.0958904109589041	NA
"952"	28	21	71	"ant"	2	64	68	75	77	78	76.667	2.333	-0.208	1	21	1	NA	NA	"0.315781163653588"	0.315781163653588	NA	3	7	0.171875	0.203125	0.21875	0.0625	NA
"956"	28	25	58	"cricket"	2	48	54	54	59	60	57.667	10.333	-0.343	1	25	1	NA	NA	"0.620668252818868"	0.620668252818868	NA	4	10	0.125	0.229166666666667	0.25	0.125	NA
"960"	28	29	86	"crane"	2	81	85	94	97	102	97.667	16.333	0.16	1	29	1	NA	NA	"0.239995200095998"	0.239995200095998	NA	3	5	0.160493827160494	0.197530864197531	0.259259259259259	0.0493827160493827	NA
"988"	29	17	59	"bee"	2	83	67	64	65	70	66.333	10.333	0.343	1	12	5	NA	NA	"0.959980800383992"	0.959980800383992	NA	5	24	0.156626506024096	0.216867469879518	0.228915662650602	0.192771084337349	NA
"989"	29	18	93	"flamingo"	2	110	98	84	89	91	88	13	-0.256	1	13	5	NA	NA	"0.545454545454545"	0.545454545454545	NA	3	17	0.172727272727273	0.190909090909091	0.236363636363636	0.109090909090909	NA
"997"	29	26	71	"ant"	2	90	73	69	72	75	72	9	0	1	21	5	NA	NA	"0.944444444444444"	0.944444444444444	NA	5	19	0.166666666666667	0.2	0.233333333333333	0.188888888888889	NA
"1001"	29	30	58	"cricket"	2	87	72	67	70	72	69.667	6.333	-0.13	1	25	5	NA	NA	"0.865401257716495"	0.865401257716495	NA	4	29	0.172413793103448	0.195402298850575	0.229885057471264	0.172413793103448	NA
"1005"	29	34	86	"crane"	2	118	96	91	95	97	94.333	9.333	-0.208	1	29	5	NA	NA	"0.929564372332784"	0.929564372332784	NA	5	32	0.177966101694915	0.194915254237288	0.228813559322034	0.186440677966102	NA
"1033"	30	22	59	"bee"	2	63	61	47	51	53	50.333	9.333	-0.208	5	12	5	NA	NA	"0.157890581826794"	0.157890581826794	NA	3	4	0.158730158730159	0.19047619047619	0.253968253968254	0.0317460317460317	NA
"1034"	30	23	93	"flamingo"	2	95	94	73	75	80	76	13	0.256	5	13	5	NA	NA	"0.052631578947369"	0.0526315789473684	NA	3	2	0.157894736842105	0.210526315789474	0.231578947368421	0.0105263157894737	NA
"1042"	30	31	71	"ant"	2	71	75	82	88	89	86.333	14.333	-0.355	5	21	5	NA	NA	"0.260875236418183"	0.260875236418183	NA	3	0	0.154929577464789	0.23943661971831	0.253521126760563	0.0563380281690141	NA
"1046"	30	35	58	"cricket"	2	81	73	62	65	67	64.667	6.333	-0.13	5	25	5	NA	NA	"0.489805914406417"	0.489805914406417	NA	3	23	0.172839506172839	0.197530864197531	0.234567901234568	0.0987654320987654	NA
"1050"	30	39	86	"crane"	2	95	91	73	76	79	76	9	0	5	29	5	NA	NA	"0.210526315789474"	0.210526315789474	NA	3	9	0.168421052631579	0.2	0.231578947368421	0.0421052631578947	NA
"1068"	31	17	59	"bee"	2	36	37	41	42	47	43.333	10.333	0.343	5	12	1	NA	NA	"0.1363698349925"	0.1363698349925	NA	3	23	0.138888888888889	0.166666666666667	0.305555555555556	0.0277777777777778	NA
"1069"	31	18	93	"flamingo"	2	57	60	65	69	71	68.333	9.333	-0.208	5	13	1	NA	NA	"0.26471366804906"	0.26471366804906	NA	3	36	0.140350877192982	0.210526315789474	0.245614035087719	0.0526315789473684	NA
"1077"	31	26	71	"ant"	2	41	42	47	48	53	49.333	10.333	0.343	5	21	1	NA	NA	"0.120004800192008"	0.120004800192008	NA	3	30	0.146341463414634	0.170731707317073	0.292682926829268	0.024390243902439	NA
"1081"	31	30	58	"cricket"	2	35	34	39	42	45	42	9	0	5	25	1	NA	NA	"-0.142857142857143"	-0.142857142857143	NA	1	23	0.114285714285714	0.2	0.285714285714286	0.0285714285714286	NA
"1085"	31	34	86	"crane"	2	48	48	55	59	62	58.667	12.333	-0.094	5	29	1	NA	NA	"0"	0	NA	2	38	0.145833333333333	0.229166666666667	0.291666666666667	0	NA
"1117"	33	12	59	"bee"	2	67	66	50	55	56	53.667	10.333	-0.343	1	12	1	NA	NA	"0.075001875046876"	0.0750018750468762	NA	3	8	0.164179104477612	0.17910447761194	0.253731343283582	0.0149253731343284	NA
"1118"	33	13	93	"flamingo"	2	76	80	89	91	94	91.333	6.333	0.13	1	13	1	NA	NA	"0.260875236418183"	0.260875236418183	NA	3	17	0.171052631578947	0.197368421052632	0.236842105263158	0.0526315789473684	NA
"1126"	33	21	71	"ant"	2	57	60	65	69	71	68.333	9.333	-0.208	1	21	1	NA	NA	"0.26471366804906"	0.26471366804906	NA	3	14	0.140350877192982	0.210526315789474	0.245614035087719	0.0526315789473684	NA
